"pubid","year","interestgov","regvote","didvote"
2617,2004,NA,NA,NA
2617,2006,NA,NA,NA
2617,2008,NA,NA,NA
2617,2010,NA,NA,NA
2618,2004,2,NA,1
2618,2006,2,0,0
2618,2008,2,NA,1
2618,2010,2,0,NA
2619,2004,2,NA,1
2619,2006,4,NA,1
2619,2008,2,NA,1
2619,2010,4,1,0
2620,2004,4,NA,1
2620,2006,3,1,0
2620,2008,2,0,0
2620,2010,3,0,0
2621,2004,2,NA,1
2621,2006,2,NA,1
2621,2008,1,1,NA
2621,2010,3,NA,1
2622,2004,3,NA,1
2622,2006,2,NA,1
2622,2008,3,1,NA
2622,2010,4,1,NA
2623,2004,1,NA,1
2623,2006,2,NA,1
2623,2008,1,1,NA
2623,2010,2,NA,1
2624,2004,1,NA,1
2624,2006,2,NA,1
2624,2008,3,1,NA
2624,2010,3,0,0
2625,2004,4,NA,1
2625,2006,2,1,0
2625,2008,2,NA,1
2625,2010,1,NA,1
2626,2004,NA,NA,NA
2626,2006,1,NA,1
2626,2008,2,0,NA
2626,2010,NA,NA,NA
2627,2004,4,NA,1
2627,2006,3,0,0
2627,2008,2,0,NA
2627,2010,2,NA,1
2628,2004,4,0,0
2628,2006,NA,NA,NA
2628,2008,4,0,0
2628,2010,4,0,0
2629,2004,4,1,0
2629,2006,1,NA,1
2629,2008,4,0,0
2629,2010,4,0,0
2630,2004,2,1,0
2630,2006,NA,NA,NA
2630,2008,NA,NA,NA
2630,2010,NA,NA,NA
2631,2004,1,NA,1
2631,2006,2,NA,1
2631,2008,2,NA,1
2631,2010,1,NA,1
2632,2004,2,NA,1
2632,2006,2,NA,1
2632,2008,2,NA,1
2632,2010,2,NA,1
2633,2004,3,1,0
2633,2006,NA,NA,NA
2633,2008,2,1,0
2633,2010,NA,NA,NA
2634,2004,1,NA,1
2634,2006,1,NA,1
2634,2008,1,NA,1
2634,2010,1,1,NA
2635,2004,4,NA,1
2635,2006,3,NA,1
2635,2008,2,NA,1
2635,2010,NA,NA,NA
2636,2004,2,NA,1
2636,2006,3,1,0
2636,2008,NA,NA,NA
2636,2010,NA,NA,NA
2637,2004,1,NA,1
2637,2006,1,NA,1
2637,2008,1,NA,1
2637,2010,2,NA,1
2638,2004,NA,NA,NA
2638,2006,4,0,0
2638,2008,3,0,0
2638,2010,4,0,NA
2639,2004,2,0,0
2639,2006,4,1,0
2639,2008,4,1,0
2639,2010,4,1,NA
2640,2004,4,1,0
2640,2006,4,1,NA
2640,2008,4,0,0
2640,2010,4,1,NA
2641,2004,NA,NA,NA
2641,2006,NA,NA,NA
2641,2008,2,NA,1
2641,2010,4,NA,1
2642,2004,1,NA,1
2642,2006,2,1,0
2642,2008,3,1,NA
2642,2010,3,1,NA
2643,2004,2,NA,1
2643,2006,NA,NA,NA
2643,2008,NA,NA,NA
2643,2010,NA,NA,NA
2644,2004,3,0,0
2644,2006,4,1,NA
2644,2008,4,1,NA
2644,2010,4,0,NA
2645,2004,NA,NA,NA
2645,2006,4,NA,1
2645,2008,NA,NA,NA
2645,2010,NA,NA,NA
2646,2004,2,NA,0
2646,2006,1,NA,0
2646,2008,1,1,0
2646,2010,1,0,NA
2647,2004,3,NA,1
2647,2006,2,1,NA
2647,2008,2,1,NA
2647,2010,2,1,NA
2648,2004,4,1,0
2648,2006,4,0,NA
2648,2008,4,0,0
2648,2010,NA,NA,NA
2649,2004,2,1,0
2649,2006,2,0,0
2649,2008,1,NA,1
2649,2010,2,NA,1
2650,2004,NA,NA,NA
2650,2006,1,NA,1
2650,2008,1,1,NA
2650,2010,3,1,NA
2651,2004,3,1,0
2651,2006,2,0,0
2651,2008,4,0,NA
2651,2010,4,0,0
2652,2004,3,0,0
2652,2006,3,0,NA
2652,2008,4,0,NA
2652,2010,2,0,NA
2653,2004,1,NA,1
2653,2006,1,1,NA
2653,2008,1,NA,1
2653,2010,1,NA,1
2654,2004,3,NA,1
2654,2006,2,NA,1
2654,2008,2,NA,1
2654,2010,2,1,NA
2655,2004,NA,NA,NA
2655,2006,NA,NA,NA
2655,2008,NA,NA,NA
2655,2010,4,1,NA
2656,2004,2,NA,1
2656,2006,1,1,0
2656,2008,2,1,NA
2656,2010,2,1,NA
2657,2004,2,NA,1
2657,2006,2,NA,1
2657,2008,2,1,NA
2657,2010,4,1,NA
2658,2004,1,NA,1
2658,2006,2,1,0
2658,2008,NA,NA,NA
2658,2010,2,1,0
2659,2004,3,1,0
2659,2006,3,1,0
2659,2008,2,1,NA
2659,2010,4,1,0
2660,2004,2,1,0
2660,2006,3,1,0
2660,2008,2,1,0
2660,2010,3,1,NA
2661,2004,1,NA,1
2661,2006,3,1,0
2661,2008,2,NA,1
2661,2010,2,1,NA
2662,2004,2,NA,1
2662,2006,NA,NA,NA
2662,2008,NA,NA,NA
2662,2010,NA,NA,NA
2663,2004,2,1,0
2663,2006,3,1,0
2663,2008,3,1,0
2663,2010,4,1,NA
2664,2004,4,NA,1
2664,2006,4,0,0
2664,2008,4,1,NA
2664,2010,4,1,0
2665,2004,1,NA,1
2665,2006,1,NA,1
2665,2008,2,NA,1
2665,2010,1,1,NA
2666,2004,NA,NA,NA
2666,2006,2,1,0
2666,2008,NA,NA,NA
2666,2010,NA,NA,NA
2667,2004,3,NA,1
2667,2006,3,0,0
2667,2008,2,1,NA
2667,2010,2,1,NA
2668,2004,4,0,0
2668,2006,2,1,0
2668,2008,1,NA,NA
2668,2010,3,0,0
2669,2004,3,NA,1
2669,2006,4,NA,1
2669,2008,3,1,NA
2669,2010,4,1,NA
2670,2004,4,1,0
2670,2006,4,1,0
2670,2008,4,0,NA
2670,2010,4,0,NA
2671,2004,1,NA,1
2671,2006,1,NA,1
2671,2008,1,1,NA
2671,2010,2,NA,1
2672,2004,4,1,0
2672,2006,4,1,0
2672,2008,4,0,0
2672,2010,NA,NA,NA
2673,2004,4,1,0
2673,2006,4,0,0
2673,2008,4,NA,0
2673,2010,4,0,0
2674,2004,3,1,0
2674,2006,3,1,0
2674,2008,3,NA,1
2674,2010,2,1,NA
2675,2004,2,NA,1
2675,2006,2,1,0
2675,2008,1,NA,1
2675,2010,3,NA,1
2676,2004,2,NA,1
2676,2006,3,NA,1
2676,2008,2,NA,1
2676,2010,2,1,NA
2677,2004,1,NA,0
2677,2006,2,1,0
2677,2008,4,0,0
2677,2010,4,0,0
2678,2004,3,0,0
2678,2006,4,1,NA
2678,2008,4,NA,1
2678,2010,4,1,0
2679,2004,3,0,0
2679,2006,2,0,0
2679,2008,2,1,NA
2679,2010,2,NA,1
2680,2004,NA,NA,NA
2680,2006,4,1,0
2680,2008,3,0,0
2680,2010,2,1,NA
2681,2004,NA,NA,NA
2681,2006,NA,NA,NA
2681,2008,2,0,0
2681,2010,3,0,0
2682,2004,NA,NA,NA
2682,2006,NA,NA,NA
2682,2008,NA,NA,NA
2682,2010,NA,NA,NA
2683,2004,2,NA,1
2683,2006,2,1,0
2683,2008,1,NA,1
2683,2010,1,1,0
2684,2004,3,NA,1
2684,2006,2,NA,1
2684,2008,2,1,NA
2684,2010,4,NA,1
2685,2004,2,0,0
2685,2006,2,NA,1
2685,2008,NA,NA,NA
2685,2010,4,1,NA
2686,2004,4,1,0
2686,2006,4,1,0
2686,2008,4,1,NA
2686,2010,4,1,NA
2687,2004,NA,NA,NA
2687,2006,NA,NA,NA
2687,2008,NA,NA,NA
2687,2010,NA,NA,NA
2688,2004,4,1,0
2688,2006,2,1,0
2688,2008,2,1,NA
2688,2010,3,1,NA
2689,2004,2,0,0
2689,2006,3,NA,0
2689,2008,1,1,0
2689,2010,4,1,0
2690,2004,4,NA,0
2690,2006,NA,NA,NA
2690,2008,NA,NA,NA
2690,2010,4,0,0
2691,2004,4,NA,0
2691,2006,4,NA,0
2691,2008,4,0,0
2691,2010,4,0,0
2692,2004,2,NA,1
2692,2006,2,1,0
2692,2008,2,NA,1
2692,2010,1,NA,1
2693,2004,2,NA,1
2693,2006,2,NA,1
2693,2008,1,NA,1
2693,2010,1,1,0
2694,2004,1,NA,1
2694,2006,2,NA,1
2694,2008,1,1,NA
2694,2010,1,NA,1
2695,2004,4,NA,1
2695,2006,4,1,0
2695,2008,2,1,NA
2695,2010,2,NA,1
2696,2004,2,NA,1
2696,2006,4,1,0
2696,2008,3,1,NA
2696,2010,4,1,NA
2697,2004,3,0,0
2697,2006,1,1,0
2697,2008,1,1,NA
2697,2010,2,1,0
2698,2004,1,NA,1
2698,2006,2,1,NA
2698,2008,1,NA,1
2698,2010,2,1,NA
2699,2004,NA,NA,NA
2699,2006,2,NA,1
2699,2008,2,NA,1
2699,2010,1,NA,1
2700,2004,3,NA,1
2700,2006,3,NA,1
2700,2008,1,1,NA
2700,2010,2,NA,1
2701,2004,4,0,0
2701,2006,4,0,NA
2701,2008,4,0,NA
2701,2010,4,0,0
2702,2004,4,NA,1
2702,2006,4,0,NA
2702,2008,4,0,NA
2702,2010,3,0,NA
2703,2004,4,0,0
2703,2006,3,0,0
2703,2008,4,0,NA
2703,2010,4,1,NA
2704,2004,2,0,0
2704,2006,2,NA,1
2704,2008,2,1,NA
2704,2010,2,NA,1
2705,2004,2,NA,1
2705,2006,2,1,NA
2705,2008,1,1,NA
2705,2010,1,1,NA
2706,2004,1,NA,1
2706,2006,1,NA,1
2706,2008,1,1,0
2706,2010,1,1,NA
2707,2004,3,1,0
2707,2006,4,1,NA
2707,2008,4,0,0
2707,2010,4,0,0
2708,2004,4,1,0
2708,2006,4,1,NA
2708,2008,NA,NA,NA
2708,2010,NA,NA,NA
2709,2004,2,NA,1
2709,2006,1,NA,1
2709,2008,1,0,NA
2709,2010,1,NA,1
2710,2004,4,NA,0
2710,2006,4,0,0
2710,2008,3,0,NA
2710,2010,4,0,0
2711,2004,NA,NA,NA
2711,2006,1,NA,1
2711,2008,1,NA,1
2711,2010,1,NA,1
2712,2004,4,0,0
2712,2006,4,NA,0
2712,2008,4,1,NA
2712,2010,4,0,NA
2713,2004,1,1,0
2713,2006,3,1,0
2713,2008,2,1,NA
2713,2010,3,0,NA
2714,2004,4,0,0
2714,2006,2,NA,1
2714,2008,NA,NA,NA
2714,2010,NA,NA,NA
2715,2004,1,1,0
2715,2006,1,1,0
2715,2008,2,1,NA
2715,2010,2,NA,1
2716,2004,1,NA,1
2716,2006,2,NA,1
2716,2008,3,1,NA
2716,2010,3,NA,1
2717,2004,2,NA,1
2717,2006,2,NA,1
2717,2008,2,1,NA
2717,2010,2,1,NA
2718,2004,1,1,0
2718,2006,1,1,NA
2718,2008,2,NA,0
2718,2010,2,NA,1
2719,2004,NA,NA,NA
2719,2006,NA,NA,NA
2719,2008,2,NA,1
2719,2010,2,1,0
2720,2004,NA,NA,NA
2720,2006,NA,NA,NA
2720,2008,NA,NA,NA
2720,2010,3,1,0
2721,2004,NA,NA,NA
2721,2006,NA,NA,NA
2721,2008,NA,NA,NA
2721,2010,NA,NA,NA
2722,2004,2,NA,1
2722,2006,2,1,NA
2722,2008,2,NA,1
2722,2010,3,NA,1
2723,2004,2,NA,1
2723,2006,2,1,0
2723,2008,2,1,NA
2723,2010,2,1,0
2724,2004,3,0,0
2724,2006,3,0,NA
2724,2008,3,0,NA
2724,2010,3,1,NA
2725,2004,2,NA,1
2725,2006,3,NA,1
2725,2008,1,NA,1
2725,2010,4,NA,1
2726,2004,1,NA,1
2726,2006,1,0,NA
2726,2008,2,1,NA
2726,2010,1,NA,1
2727,2004,2,1,0
2727,2006,1,1,0
2727,2008,1,NA,1
2727,2010,1,1,0
2728,2004,2,NA,1
2728,2006,3,0,NA
2728,2008,3,0,NA
2728,2010,3,0,NA
2729,2004,4,NA,1
2729,2006,3,1,0
2729,2008,3,NA,1
2729,2010,4,1,NA
2730,2004,3,1,0
2730,2006,4,1,0
2730,2008,2,NA,1
2730,2010,4,1,NA
2731,2004,4,NA,1
2731,2006,1,1,NA
2731,2008,3,1,NA
2731,2010,2,NA,1
2732,2004,1,NA,1
2732,2006,1,NA,1
2732,2008,2,NA,1
2732,2010,1,NA,1
2733,2004,2,NA,1
2733,2006,3,1,0
2733,2008,2,NA,1
2733,2010,3,1,NA
2734,2004,4,NA,1
2734,2006,3,1,0
2734,2008,2,1,0
2734,2010,3,1,0
2735,2004,4,1,0
2735,2006,3,NA,1
2735,2008,3,1,0
2735,2010,3,1,NA
2736,2004,2,NA,1
2736,2006,1,NA,1
2736,2008,1,NA,1
2736,2010,4,1,0
2737,2004,2,NA,0
2737,2006,2,1,NA
2737,2008,1,NA,1
2737,2010,3,1,0
2738,2004,3,NA,0
2738,2006,4,1,0
2738,2008,2,NA,1
2738,2010,3,1,NA
2739,2004,4,NA,0
2739,2006,4,NA,0
2739,2008,4,0,0
2739,2010,4,0,0
2740,2004,NA,NA,NA
2740,2006,4,0,NA
2740,2008,4,0,NA
2740,2010,3,0,NA
2741,2004,2,0,0
2741,2006,NA,NA,NA
2741,2008,2,0,0
2741,2010,NA,NA,NA
2742,2004,1,0,0
2742,2006,NA,NA,NA
2742,2008,NA,NA,NA
2742,2010,NA,NA,NA
2743,2004,1,NA,1
2743,2006,1,NA,1
2743,2008,1,1,NA
2743,2010,NA,NA,NA
2744,2004,4,1,0
2744,2006,4,1,0
2744,2008,4,1,NA
2744,2010,4,1,0
2745,2004,2,NA,1
2745,2006,3,1,0
2745,2008,2,NA,1
2745,2010,3,1,0
2746,2004,1,NA,1
2746,2006,2,1,0
2746,2008,NA,NA,NA
2746,2010,3,1,NA
2747,2004,4,1,0
2747,2006,3,1,0
2747,2008,3,1,0
2747,2010,3,1,0
2748,2004,1,0,0
2748,2006,NA,NA,NA
2748,2008,1,0,0
2748,2010,1,0,0
2749,2004,2,0,0
2749,2006,2,0,0
2749,2008,2,NA,1
2749,2010,2,1,0
2750,2004,3,0,0
2750,2006,4,0,0
2750,2008,2,1,NA
2750,2010,4,1,NA
2751,2004,1,1,0
2751,2006,1,NA,1
2751,2008,1,1,NA
2751,2010,1,1,0
2752,2004,1,NA,1
2752,2006,1,NA,1
2752,2008,1,NA,1
2752,2010,2,NA,1
2753,2004,1,NA,1
2753,2006,1,0,0
2753,2008,1,1,NA
2753,2010,1,0,0
2754,2004,2,0,0
2754,2006,2,0,0
2754,2008,1,0,0
2754,2010,2,0,NA
2755,2004,4,0,0
2755,2006,4,1,0
2755,2008,3,0,NA
2755,2010,3,1,NA
2756,2004,1,NA,1
2756,2006,4,1,0
2756,2008,1,NA,1
2756,2010,3,1,0
2757,2004,3,NA,1
2757,2006,3,NA,1
2757,2008,4,NA,1
2757,2010,4,NA,1
2758,2004,4,NA,1
2758,2006,4,1,0
2758,2008,4,1,NA
2758,2010,4,1,NA
2759,2004,2,NA,1
2759,2006,1,1,NA
2759,2008,1,1,NA
2759,2010,2,1,0
2760,2004,NA,NA,NA
2760,2006,NA,NA,NA
2760,2008,NA,NA,NA
2760,2010,NA,NA,NA
2761,2004,NA,NA,NA
2761,2006,2,0,0
2761,2008,1,1,NA
2761,2010,1,0,NA
2762,2004,4,0,0
2762,2006,4,0,0
2762,2008,4,1,NA
2762,2010,4,1,0
2763,2004,1,NA,1
2763,2006,1,1,0
2763,2008,1,NA,1
2763,2010,1,1,0
2764,2004,NA,NA,NA
2764,2006,NA,NA,NA
2764,2008,NA,NA,NA
2764,2010,NA,NA,NA
2765,2004,3,0,0
2765,2006,3,0,0
2765,2008,2,NA,1
2765,2010,2,NA,1
2766,2004,NA,NA,NA
2766,2006,NA,NA,NA
2766,2008,NA,NA,NA
2766,2010,NA,NA,NA
2767,2004,NA,NA,NA
2767,2006,NA,NA,NA
2767,2008,NA,NA,NA
2767,2010,NA,NA,NA
2768,2004,NA,NA,NA
2768,2006,2,NA,1
2768,2008,2,1,NA
2768,2010,2,1,0
2769,2004,NA,NA,NA
2769,2006,2,0,0
2769,2008,NA,NA,NA
2769,2010,3,0,0
2770,2004,2,NA,1
2770,2006,4,1,NA
2770,2008,3,1,0
2770,2010,3,1,NA
2771,2004,3,0,0
2771,2006,4,1,0
2771,2008,1,1,NA
2771,2010,1,NA,1
2772,2004,3,NA,1
2772,2006,3,1,0
2772,2008,3,NA,1
2772,2010,4,0,NA
2773,2004,1,NA,1
2773,2006,2,0,0
2773,2008,1,NA,1
2773,2010,2,NA,1
2774,2004,1,NA,1
2774,2006,1,NA,1
2774,2008,1,1,NA
2774,2010,1,1,NA
2775,2004,2,NA,0
2775,2006,2,0,0
2775,2008,3,NA,NA
2775,2010,4,0,NA
2776,2004,1,NA,1
2776,2006,2,NA,1
2776,2008,2,NA,1
2776,2010,1,1,NA
2777,2004,3,1,0
2777,2006,3,1,0
2777,2008,3,NA,1
2777,2010,3,1,NA
2778,2004,NA,NA,NA
2778,2006,NA,NA,NA
2778,2008,3,NA,1
2778,2010,2,NA,1
2779,2004,2,0,0
2779,2006,2,0,NA
2779,2008,1,1,NA
2779,2010,1,1,NA
2780,2004,4,0,0
2780,2006,3,0,0
2780,2008,2,NA,1
2780,2010,3,1,NA
2781,2004,NA,NA,NA
2781,2006,NA,NA,NA
2781,2008,2,NA,1
2781,2010,2,1,NA
2782,2004,2,0,0
2782,2006,3,1,NA
2782,2008,2,1,0
2782,2010,2,1,NA
2783,2004,3,1,0
2783,2006,2,1,0
2783,2008,1,NA,1
2783,2010,3,1,0
2784,2004,2,0,0
2784,2006,3,0,0
2784,2008,2,0,0
2784,2010,4,0,NA
2785,2004,1,NA,1
2785,2006,1,NA,1
2785,2008,1,1,0
2785,2010,1,1,NA
2786,2004,2,NA,1
2786,2006,2,NA,1
2786,2008,1,NA,1
2786,2010,2,NA,1
2787,2004,3,NA,1
2787,2006,2,NA,1
2787,2008,3,NA,1
2787,2010,2,1,0
2788,2004,4,0,0
2788,2006,4,1,0
2788,2008,3,NA,1
2788,2010,NA,NA,NA
2789,2004,2,NA,1
2789,2006,1,NA,1
2789,2008,3,NA,1
2789,2010,3,NA,1
2790,2004,2,0,0
2790,2006,2,0,0
2790,2008,1,1,NA
2790,2010,1,1,NA
2791,2004,3,NA,1
2791,2006,NA,NA,NA
2791,2008,NA,NA,NA
2791,2010,NA,NA,NA
2792,2004,NA,NA,NA
2792,2006,NA,NA,NA
2792,2008,NA,NA,NA
2792,2010,NA,NA,NA
2793,2004,4,0,0
2793,2006,3,0,0
2793,2008,3,0,NA
2793,2010,4,0,NA
2794,2004,4,0,0
2794,2006,4,0,0
2794,2008,4,0,0
2794,2010,4,0,NA
2795,2004,4,0,0
2795,2006,4,0,0
2795,2008,4,NA,0
2795,2010,4,0,0
2796,2004,3,0,0
2796,2006,2,0,0
2796,2008,2,1,NA
2796,2010,2,1,NA
2797,2004,2,NA,1
2797,2006,2,NA,1
2797,2008,1,NA,1
2797,2010,2,1,NA
2798,2004,NA,NA,NA
2798,2006,NA,NA,NA
2798,2008,NA,NA,NA
2798,2010,NA,NA,NA
2799,2004,3,0,0
2799,2006,NA,NA,NA
2799,2008,NA,NA,NA
2799,2010,NA,NA,NA
2800,2004,2,0,0
2800,2006,3,0,0
2800,2008,2,0,0
2800,2010,2,0,0
2801,2004,4,NA,1
2801,2006,2,NA,1
2801,2008,3,1,0
2801,2010,3,0,0
2802,2004,2,1,0
2802,2006,2,0,0
2802,2008,1,0,0
2802,2010,1,0,NA
2803,2004,4,0,0
2803,2006,4,0,0
2803,2008,4,0,0
2803,2010,NA,NA,NA
2804,2004,2,1,0
2804,2006,1,NA,1
2804,2008,1,NA,1
2804,2010,2,1,0
2805,2004,1,NA,1
2805,2006,1,NA,1
2805,2008,4,1,NA
2805,2010,1,1,0
2806,2004,2,1,0
2806,2006,3,1,0
2806,2008,2,1,0
2806,2010,2,0,0
2807,2004,3,NA,1
2807,2006,2,1,0
2807,2008,3,1,NA
2807,2010,3,1,0
2808,2004,1,NA,1
2808,2006,1,1,NA
2808,2008,1,1,NA
2808,2010,1,NA,1
2809,2004,4,0,0
2809,2006,NA,NA,NA
2809,2008,NA,NA,NA
2809,2010,NA,NA,NA
2810,2004,1,0,0
2810,2006,2,0,NA
2810,2008,1,1,NA
2810,2010,1,0,NA
2811,2004,4,0,0
2811,2006,4,0,NA
2811,2008,3,NA,1
2811,2010,3,0,0
2812,2004,NA,NA,NA
2812,2006,NA,NA,NA
2812,2008,NA,NA,NA
2812,2010,NA,NA,NA
2813,2004,3,NA,1
2813,2006,2,1,NA
2813,2008,3,1,NA
2813,2010,2,NA,1
2814,2004,2,1,0
2814,2006,NA,NA,NA
2814,2008,NA,NA,NA
2814,2010,2,1,0
2815,2004,NA,NA,NA
2815,2006,NA,NA,NA
2815,2008,NA,NA,NA
2815,2010,NA,NA,NA
2816,2004,2,0,0
2816,2006,3,NA,NA
2816,2008,1,1,NA
2816,2010,2,NA,1
2817,2004,4,0,0
2817,2006,3,0,0
2817,2008,4,NA,0
2817,2010,4,1,NA
2818,2004,NA,NA,NA
2818,2006,NA,NA,NA
2818,2008,NA,NA,NA
2818,2010,NA,NA,NA
2819,2004,2,NA,1
2819,2006,NA,NA,NA
2819,2008,NA,NA,NA
2819,2010,NA,NA,NA
2820,2004,4,1,0
2820,2006,3,0,0
2820,2008,3,NA,0
2820,2010,4,0,0
2821,2004,1,1,0
2821,2006,3,0,0
2821,2008,4,0,0
2821,2010,4,1,NA
2822,2004,4,NA,1
2822,2006,2,1,0
2822,2008,2,1,NA
2822,2010,3,1,0
2823,2004,2,NA,1
2823,2006,2,0,0
2823,2008,1,1,NA
2823,2010,3,1,0
2824,2004,2,NA,1
2824,2006,1,NA,1
2824,2008,1,1,NA
2824,2010,2,1,0
2825,2004,4,0,0
2825,2006,3,0,0
2825,2008,4,0,NA
2825,2010,3,0,0
2826,2004,4,0,0
2826,2006,3,0,0
2826,2008,3,0,NA
2826,2010,2,0,0
2827,2004,3,1,0
2827,2006,4,0,0
2827,2008,4,NA,1
2827,2010,2,0,0
2828,2004,4,0,0
2828,2006,4,0,NA
2828,2008,3,1,NA
2828,2010,4,NA,0
2829,2004,NA,NA,NA
2829,2006,NA,NA,NA
2829,2008,4,0,0
2829,2010,NA,NA,NA
2830,2004,4,0,0
2830,2006,4,0,NA
2830,2008,NA,NA,NA
2830,2010,2,NA,0
2831,2004,1,NA,1
2831,2006,1,NA,1
2831,2008,1,1,NA
2831,2010,1,NA,1
2832,2004,NA,NA,NA
2832,2006,NA,NA,NA
2832,2008,NA,NA,NA
2832,2010,NA,NA,NA
2833,2004,NA,NA,NA
2833,2006,NA,NA,NA
2833,2008,NA,NA,NA
2833,2010,NA,NA,NA
2834,2004,3,NA,1
2834,2006,4,1,0
2834,2008,2,0,NA
2834,2010,3,0,0
2835,2004,2,0,0
2835,2006,2,0,0
2835,2008,2,0,NA
2835,2010,2,0,0
2836,2004,2,NA,1
2836,2006,3,1,0
2836,2008,4,1,0
2836,2010,4,0,0
2837,2004,NA,NA,NA
2837,2006,4,0,0
2837,2008,4,0,0
2837,2010,4,0,NA
2838,2004,4,NA,1
2838,2006,2,1,NA
2838,2008,1,1,NA
2838,2010,2,1,0
2839,2004,2,0,0
2839,2006,3,1,0
2839,2008,2,NA,0
2839,2010,3,0,0
2840,2004,4,1,0
2840,2006,4,0,0
2840,2008,4,1,NA
2840,2010,4,0,0
2841,2004,4,0,0
2841,2006,4,0,0
2841,2008,4,0,0
2841,2010,4,0,NA
2842,2004,2,0,0
2842,2006,1,0,0
2842,2008,2,NA,0
2842,2010,3,1,0
2843,2004,NA,NA,NA
2843,2006,4,0,NA
2843,2008,4,0,0
2843,2010,4,0,0
2844,2004,3,0,0
2844,2006,4,0,NA
2844,2008,2,0,0
2844,2010,3,0,0
2845,2004,2,0,0
2845,2006,NA,NA,NA
2845,2008,2,0,0
2845,2010,NA,NA,NA
2846,2004,4,0,0
2846,2006,4,NA,0
2846,2008,3,0,0
2846,2010,4,NA,1
2847,2004,NA,NA,NA
2847,2006,NA,NA,NA
2847,2008,NA,NA,NA
2847,2010,NA,NA,NA
2848,2004,NA,NA,NA
2848,2006,NA,NA,NA
2848,2008,3,NA,0
2848,2010,4,NA,0
2849,2004,NA,NA,NA
2849,2006,2,1,0
2849,2008,1,NA,1
2849,2010,1,NA,1
2850,2004,NA,NA,NA
2850,2006,4,0,0
2850,2008,4,0,0
2850,2010,4,0,NA
2851,2004,4,1,0
2851,2006,4,0,0
2851,2008,NA,NA,NA
2851,2010,4,0,0
2852,2004,NA,NA,NA
2852,2006,NA,NA,NA
2852,2008,NA,NA,NA
2852,2010,NA,NA,NA
2853,2004,1,NA,1
2853,2006,1,1,NA
2853,2008,1,1,NA
2853,2010,1,NA,1
2854,2004,2,1,0
2854,2006,3,1,0
2854,2008,2,NA,1
2854,2010,2,1,0
2855,2004,3,0,0
2855,2006,3,1,0
2855,2008,2,0,0
2855,2010,4,0,0
2856,2004,4,0,0
2856,2006,4,0,0
2856,2008,2,0,0
2856,2010,4,0,0
2857,2004,1,NA,1
2857,2006,4,1,0
2857,2008,1,1,0
2857,2010,1,NA,1
2858,2004,NA,NA,NA
2858,2006,2,1,0
2858,2008,NA,NA,NA
2858,2010,NA,NA,NA
2859,2004,NA,NA,NA
2859,2006,3,0,0
2859,2008,4,0,0
2859,2010,4,0,NA
2860,2004,3,NA,1
2860,2006,4,0,0
2860,2008,4,1,0
2860,2010,4,0,0
2861,2004,NA,NA,NA
2861,2006,2,1,0
2861,2008,2,NA,1
2861,2010,2,1,0
2862,2004,1,1,0
2862,2006,3,0,0
2862,2008,3,1,NA
2862,2010,3,NA,0
2863,2004,4,1,0
2863,2006,2,1,0
2863,2008,3,1,0
2863,2010,4,1,0
2864,2004,2,NA,1
2864,2006,2,0,0
2864,2008,NA,NA,NA
2864,2010,2,NA,1
2865,2004,2,NA,1
2865,2006,1,NA,0
2865,2008,1,NA,1
2865,2010,2,NA,1
2866,2004,1,NA,1
2866,2006,1,NA,1
2866,2008,1,NA,1
2866,2010,1,1,NA
2867,2004,3,0,0
2867,2006,4,NA,0
2867,2008,NA,NA,NA
2867,2010,NA,NA,NA
2868,2004,1,NA,1
2868,2006,2,1,NA
2868,2008,2,1,NA
2868,2010,2,1,NA
2869,2004,1,NA,1
2869,2006,1,1,NA
2869,2008,1,1,NA
2869,2010,1,NA,1
2870,2004,2,NA,1
2870,2006,4,NA,1
2870,2008,2,NA,1
2870,2010,NA,NA,NA
2871,2004,2,NA,1
2871,2006,2,1,NA
2871,2008,2,NA,1
2871,2010,1,1,0
2872,2004,2,NA,1
2872,2006,2,1,0
2872,2008,1,1,NA
2872,2010,2,NA,1
2873,2004,NA,NA,NA
2873,2006,NA,NA,NA
2873,2008,NA,NA,NA
2873,2010,NA,NA,NA
2874,2004,NA,NA,NA
2874,2006,NA,NA,NA
2874,2008,NA,NA,NA
2874,2010,NA,NA,NA
2875,2004,2,NA,1
2875,2006,2,NA,1
2875,2008,2,NA,1
2875,2010,2,NA,1
2876,2004,NA,NA,NA
2876,2006,NA,NA,NA
2876,2008,NA,NA,NA
2876,2010,NA,NA,NA
2877,2004,3,NA,0
2877,2006,4,NA,0
2877,2008,1,1,NA
2877,2010,3,1,0
2878,2004,NA,NA,NA
2878,2006,3,NA,0
2878,2008,1,1,NA
2878,2010,1,NA,1
2879,2004,2,NA,1
2879,2006,2,1,NA
2879,2008,2,1,NA
2879,2010,2,0,NA
2880,2004,2,1,0
2880,2006,4,1,0
2880,2008,1,1,NA
2880,2010,3,1,0
2881,2004,4,0,0
2881,2006,4,0,NA
2881,2008,4,0,NA
2881,2010,4,0,0
2882,2004,2,NA,1
2882,2006,2,1,0
2882,2008,2,NA,1
2882,2010,3,1,0
2883,2004,NA,NA,NA
2883,2006,4,0,0
2883,2008,NA,NA,NA
2883,2010,NA,NA,NA
2884,2004,NA,NA,NA
2884,2006,4,1,NA
2884,2008,4,1,NA
2884,2010,3,NA,1
